rank	cluster_id	n_assigned	usage_pct	cum_pct	monosemanticity	dist_min	dist_p50	domain	top_tokens
63	133	762	0.155	13.513	0.056	861.0303	1740.8975	code:46%	.w .n .v  z  Sk  Sp
64	182	761	0.155	13.668	0.202	957.6035	1759.1324	math:97%	2 x 1 0 3  x
65	103	759	0.154	13.822	0.115	796.8427	1557.962	web:32%	 that  but  which ,  while  whether
66	1928	758	0.154	13.976	1.0	775.3477	1425.8438	web:74%	.
67	937	752	0.153	14.129	0.043	845.6592	1417.6234	math:64%	 absolute  highest  arithmetic  mathematical  straight  positive
68	890	750	0.153	14.282	0.037	648.0557	1136.873	code:100%	_id _path _files _values _name \tfile
69	1688	749	0.152	14.434	0.251	900.3643	1565.7565	wiki:50%	's  its  his  their  Its  her
70	577	742	0.151	14.585	0.01	994.8477	1650.267	web:51%	atement  design  field  research  diet  search
71	1430	740	0.151	14.736	0.837	730.8086	1385.868	wiki:47%	, ", ), "),
72	39	735	0.15	14.885	0.03	925.1797	1664.1637	web:49%	 shell  soccer  cell  science  video  money
73	663	733	0.149	15.034	0.059	833.3852	1560.5342	wiki:62%	 which  that  It  it ,  term
74	1309	733	0.149	15.183	0.412	1009.4375	1508.1735	math:84%	\n \n\n .\n\n )\n\n :\n\n :\n
75	1883	726	0.148	15.331	0.456	836.8345	1634.5787	wiki:41%	 is  are  be  not  was  also
76	1715	721	0.147	15.478	0.025	864.2939	1651.5485	web:50%	 specific  new  successful  major  useful  essential
77	889	720	0.146	15.624	0.018	652.3232	1329.4873	wiki:54%	 development  goal  description  increase  sense  field
78	219	718	0.146	15.77	1.0	719.1152	1283.291	web:68%	.
79	950	717	0.146	15.916	0.053	644.2901	1342.0723	wiki:37%	 example  cases  philosophy ically  paper  mathematics
80	1712	714	0.145	16.061	0.146	991.3975	1769.5723	wiki:87%	 of  to  the  with  than  family
81	1666	713	0.145	16.206	0.303	878.1973	1507.6779	web:59%	 your  our  my  their  Our  his
82	1408	712	0.145	16.351	0.955	1075.2365	2016.5172	math:32%	: ):
83	550	706	0.144	16.495	0.498	900.0629	1545.2714	wiki:41%	 the  The The the
84	305	705	0.143	16.638	0.653	826.5709	1370.08	wiki:49%	 the  The The  original the
85	1220	705	0.143	16.782	0.029	893.5244	1443.3115	math:86%	¶ bl Comment ATH  Solution  Question
86	259	702	0.143	16.924	1.0	708.9125	1439.084	math:49%	 
87	1432	702	0.143	17.067	0.19	922.8868	1682.3125	math:95%	2 1 4 3 R n
88	1876	702	0.143	17.21	0.031	906.561	1624.8934	web:41%	 private  historical  direct  personal  physical -based
89	599	697	0.142	17.352	0.443	944.794	1676.8195	math:32%	 is  considered  was  not  be  are
90	13	693	0.141	17.493	0.028	638.7231	1158.4996	web:67%	 time  possible  world  lives  out  required
91	756	693	0.141	17.634	0.272	891.0273	1623.1945	wiki:47%	 was  been  be  were  is  being
92	919	692	0.141	17.774	0.041	688.9795	1334.9238	wiki:31%	 Health  International  National  Academy Advanced  Space
93	7	690	0.14	17.915	0.77	877.9464	1696.084	web:40%	 I I  also  i  actually ed
94	371	678	0.138	18.053	0.22	909.6944	1788.4032	math:96%	1 2 pi n 3 {x
95	1738	676	0.138	18.19	0.92	859.8857	1634.2743	web:51%	 a a  A
96	1075	675	0.137	18.327	0.203	455.3789	949.0557	code:99%	)\n ()\n ")\n \n  []\n ')\n
97	954	672	0.137	18.464	0.358	928.463	1460.1215	web:38%	 to  can ,  Please  or  you
98	528	668	0.136	18.6	0.87	834.147	1547.7797	web:46%	 the  The the The
99	655	657	0.134	18.734	0.107	965.3428	1588.5283	web:34%	 which  that  it  question  definition  It
100	1584	652	0.133	18.866	0.068	840.6816	1384.0892	wiki:87%	ian  Greek  English  American  Roman  Ancient
101	1061	641	0.13	18.997	0.919	965.6581	1670.8916	web:46%	, ),
102	1046	637	0.13	19.126	0.92	802.8984	1448.8184	math:35%	 a A  A
103	868	632	0.129	19.255	0.028	997.8457	1607.4696	wiki:50%	ros ith  mon oust emit yle
104	1245	632	0.129	19.383	0.34	831.6835	1400.2343	math:99%	 =  -  +  >  <  ,
105	1191	625	0.127	19.511	0.275	878.8555	1650.7821	web:46%	 your  our  their  its 's  my
106	1358	625	0.127	19.638	0.091	774.4044	1755.0498	web:42%	 people  who  astronomers ers ists  agencies
107	1849	623	0.127	19.764	0.021	689.3833	1296.403	wiki:58%	%  percent  average  multiple  factor  branch
108	492	619	0.126	19.89	0.11	804.5684	1205.2856	code:82%	.python  twisted assistant .contrib  processing .utils
109	821	613	0.125	20.015	0.294	801.0117	1497.6572	web:35%	 may  can  will  could  would  might
110	1186	613	0.125	20.14	0.021	914.2169	1653.4264	web:43%	 Apple  Apollo  Audi  Springer  Academy  Microsoft
111	1790	612	0.124	20.264	0.039	892.8594	1845.5088	pile:41%	 GM  AP AC  AL PL PS
112	1210	609	0.124	20.388	0.049	871.7881	1665.4805	web:50%	 good  common  great  interesting  important  unique
113	794	608	0.124	20.512	0.018	640.0352	1098.8311	wiki:74%	ism  philosophy  history  economy  sources  industries
114	96	606	0.123	20.635	0.056	764.5479	1122.0044	code:99%	.utils .lib .ops .testing  setuptools  flask
115	619	606	0.123	20.758	0.943	891.9639	1472.0651	wiki:43%	, ", ;
116	1096	606	0.123	20.882	0.053	889.44	1252.5112	wiki:84%	 city  area  capital  Sea  state  country
117	482	605	0.123	21.005	0.125	946.9835	1553.5905	code:53%	 ' ._  __  {' ::  _
118	540	602	0.122	21.127	0.291	952.7617	1437.8369	math:86%	\n\n \n .\n\n .\n ?\n\n )\n\n
119	1610	601	0.122	21.249	0.073	632.4209	1494.8622	wiki:32%	 refer  refers  related  believed  is  contrast
120	1404	600	0.122	21.371	0.675	854.1157	1531.3627	wiki:66%	 in  In In
121	918	598	0.122	21.493	0.919	702.0049	1363.4248	wiki:76%	  –
122	640	597	0.121	21.614	0.943	811.001	1446.3223	wiki:45%	. ). ].
123	1229	594	0.121	21.735	0.051	1049.7573	1866.9375	code:84%	link Topic _tag 0  Audience  Language
124	489	590	0.12	21.855	0.865	920.4029	1595.8999	web:43%	 for  For for
125	485	589	0.12	21.975	1.0	787.8555	1537.7794	math:67%	 
126	54	588	0.12	22.095	0.914	968.5654	1688.5078	wiki:57%	 a  A —a a
127	218	588	0.12	22.214	0.057	639.876	1176.5731	wiki:65%	 used  derived ed  characterized  known  seen
128	37	586	0.119	22.334	0.043	492.2998	907.3691	code:100%	 settings  OrderedDict  timedelta  namedtuple  datetime  deepcopy
129	960	582	0.118	22.452	0.032	813.4911	1595.0475	code:71%	logger log _proj phinx __  last
130	1094	581	0.118	22.57	0.03	853.1724	1472.3429	web:43%	 available  used  place  found  use  held
131	1756	581	0.118	22.688	0.036	882.3833	1583.5863	web:39%	 person  people  men  writer  scientists  persons
132	923	580	0.118	22.806	0.507	830.709	1298.3153	wiki:87%	 is  was  are  became  also  being
133	131	578	0.118	22.924	0.125	966.1534	1626.9897	math:97%	in times int sum cdot lim
134	982	578	0.118	23.041	1.0	1052.2793	1872.9403	math:41%	 (
135	374	576	0.117	23.159	0.441	745.7364	1387.7637	math:60%	 the  The The the
136	882	576	0.117	23.276	0.014	968.7622	1560.7642	math:42%	 readiness  function  error  code  instance  value
137	1726	576	0.117	23.393	0.675	948.9111	1315.1053	code:100%	 import ,  _,
138	1127	574	0.117	23.51	0.826	927.2949	1586.8633	web:67%	 to  can  rather  then  also 's
139	1426	574	0.117	23.626	0.016	714.1259	1278.4907	math:61%	 numbers  values  functions  object  theory  law
140	1773	574	0.117	23.743	0.028	1057.9243	1711.2871	pile:39%	 child _proj .lua 1  boost  q
141	714	572	0.116	23.86	0.475	802.504	1629.3593	wiki:28%	 as  As As as “As
142	832	570	0.116	23.976	1.0	802.6816	1291.1639	math:95%	 $
143	1286	570	0.116	24.091	0.074	928.9512	1422.1226	code:73%	 the  incorrect  configuration  documentation  autogenerated #
144	1352	568	0.116	24.207	0.013	1006.2852	1603.5674	math:42%	ies  Review ink  Mathematics  Pass ation
145	1845	568	0.116	24.323	0.008	853.2134	1522.5101	wiki:44%	v  theory  analysis  cases  matter  beads
146	535	566	0.115	24.438	0.84	742.0703	1274.9191	code:46%	 the  The The the
147	769	566	0.115	24.553	0.051	603.8403	1185.7533	wiki:47%	 development  use  history  creation  nature  branch
148	278	565	0.115	24.668	0.016	871.3853	1486.2272	wiki:62%	 marked  established  wrote  consider  made  used
149	1945	564	0.115	24.782	0.011	1002.0723	1666.6542	math:39%	 Client  build  API  input  base  example
150	151	563	0.115	24.897	0.452	969.7138	1753.049	web:34%	 has  have  had  having  Having  Have
151	718	562	0.114	25.011	0.203	763.7247	1257.3203	math:94%	 \\ \\  $\\ =\\ {\\ $\\
152	1199	562	0.114	25.126	0.027	853.6094	1425.1017	web:49%	 Animal  Dragon  Little  Purple  Atlas  Sport
153	1559	562	0.114	25.24	0.246	945.8545	1408.4364	math:96%	 \\  $\\ $\\ \\ (\\ {\\
154	1633	562	0.114	25.354	0.137	712.685	1161.5614	wiki:75%	200 198 202 199 194 201
155	1064	561	0.114	25.468	0.009	769.0645	1188.3011	wiki:32%	ake  Sand aff ck  Lov  Gins
156	241	560	0.114	25.582	0.338	722.1318	1483.1786	web:33%	 that  which  where  because  although  though
157	470	560	0.114	25.696	0.031	941.2803	1462.1221	code:51%	-type  type stop _size _places  id
158	747	559	0.114	25.81	0.169	1024.2939	1536.0851	code:83%	,  OR #  THE  NOT  EVENT
159	1208	559	0.114	25.924	0.243	709.7856	1567.3358	web:46%	 of  for  about  to  by  from
160	308	555	0.113	26.037	0.678	891.9804	1820.5591	wiki:44%	 as  As As as —as
161	879	554	0.113	26.149	0.749	909.8076	1700.4819	web:33%	 in  In In in
162	813	553	0.112	26.262	0.149	849.0737	1482.8398	wiki:57%	,  by  and .  President ist
163	1121	551	0.112	26.374	0.011	665.5132	1224.2311	wiki:56%	 applications  properties  machines  functions  arousal  sources
164	1350	548	0.111	26.485	0.016	864.4932	1405.0807	wiki:38%	 techniques  books  activities  solutions  term  tool
165	946	546	0.111	26.596	1.0	865.0869	1236.4767	wiki:82%	.
166	327	545	0.111	26.707	0.914	999.1367	1661.8794	wiki:40%	 (  [ ( ,(
167	560	543	0.11	26.818	0.723	955.2656	1795.6639	math:31%	 an  An An an .An >>>
168	1947	542	0.11	26.928	0.042	637.3369	1323.5675	code:95%	 get th  test .add  os placement
169	632	541	0.11	27.038	0.208	851.7178	1488.5425	wiki:77%	0 6 7 2 3 1
170	1563	541	0.11	27.148	0.725	863.5157	1810.7482	wiki:36%	 an An  An an
171	514	536	0.109	27.257	0.134	832.9648	1328.5884	code:76%	(unittest  logging (models  models  mock creen
172	467	535	0.109	27.366	0.032	912.4629	1593.5542	math:69%	 sampling  aspect  neural  time  reinforcement  quantum
173	1438	535	0.109	27.475	0.914	671.2656	1175.0074	code:96%	 =  return  or ':
174	1360	534	0.109	27.583	0.319	796.1953	1438.7075	math:38%	 of  to  with  from  on  by
175	1378	534	0.109	27.692	0.023	1157.5621	1967.3646	code:65%	xxxx .h 2 py 1 fl
176	1116	532	0.108	27.8	0.117	923.0127	1703.6963	math:96%	2 1 _n n x a
177	1239	532	0.108	27.908	0.027	902.1713	1506.6035	web:70%	 it  now  them  touch  me  today
178	95	530	0.108	28.016	0.052	994.939	1721.2037	code:43%	4 type : ; param .py
179	338	529	0.108	28.124	0.129	954.668	1688.6583	math:97%	x 2 y a 1 _n
180	1673	529	0.108	28.231	0.037	925.5336	1313.0195	pile:64%	 file  page  object  files  folder  method
181	25	527	0.107	28.339	0.25	731.6001	1502.6855	wiki:47%	 of  to  than  about  least  approximately
182	443	527	0.107	28.446	0.715	882.4205	1467.9327	wiki:74%	, ", ), "), ', !,
183	927	527	0.107	28.553	0.035	863.293	1645.9171	code:93%	Middleware 2 password 1 _order .rb
184	1501	524	0.107	28.66	0.105	954.7709	1514.2592	web:51%	 a  the  your ,  first  mobile
185	1675	523	0.106	28.766	0.211	999.3984	1478.4865	code:52%	://  <  ' =" # ='
186	606	522	0.106	28.872	0.865	788.9169	1482.7314	math:75%	 a A a
187	1777	521	0.106	28.978	0.068	776.7998	1288.1534	code:89%	 name  dest _email _length  type  default
188	1848	520	0.106	29.084	0.027	812.5239	1402.0215	math:76%	 determine  demonstrate  define  find  indicate  study
189	823	519	0.106	29.189	0.164	724.6211	1256.1084	wiki:60%	 used  defined  adopted  described  provided  created
190	703	516	0.105	29.294	0.051	990.4985	1546.4736	web:55%	 it  and ,  of  are  Get
191	1955	516	0.105	29.399	0.031	749.5425	1333.6001	wiki:85%	 species ids les  plants  length iles
192	1887	515	0.105	29.504	0.166	985.5234	1648.8973	wiki:52%	 he  He  who  also  she  She
193	1670	514	0.105	29.609	0.049	858.2759	1374.7687	code:97%	 tx  net 3  ms  web phinx
194	189	513	0.104	29.713	0.689	402.4551	791.4619	code:98%	):\n :\n ':\n ():\n ()):\n )):\n
195	1600	512	0.104	29.817	0.012	758.7886	1331.7407	web:71%	 process  questions  feedback  information  things  reviews
196	607	511	0.104	29.921	0.012	876.0981	1534.8823	wiki:42%	 Union  Europe  Language  Press  Committee  Council
197	797	511	0.104	30.025	0.007	651.6621	1361.0441	wiki:48%	 Europe  time precision  universities  type  packages
198	1806	510	0.104	30.129	0.052	829.3349	1438.2665	code:36%	 Web  Code  Auto Rest  Microsoft  Data
199	267	509	0.104	30.232	0.017	819.1802	1302.0424	math:53%	 problem  book  topic  time  sections  approach
200	698	508	0.103	30.336	0.036	764.771	1205.2168	web:78%	 it  now  out  here  alone  possible
201	406	507	0.103	30.439	0.06	1038.3359	1693.1851	math:62%	 that  which  numbers  values  integers  cases
202	437	506	0.103	30.542	0.042	676.5811	1309.436	wiki:62%	 Asia  Africa  China  Europe  Azerbaijan  Germany
203	696	506	0.103	30.645	0.252	1027.2445	1709.5737	code:72%	#  # :  -  -- •
204	738	503	0.102	30.747	0.1	1148.5236	2073.9653	wiki:30%	oc  ac  Ac  dec ac Ac
205	1719	503	0.102	30.849	0.048	1033.29	1789.3241	code:89%	 get _to  test mqtt .border  is
206	543	502	0.102	30.951	0.007	764.5875	1164.4547	web:73%	 process  conditions  platforms  strategy  needs  problems
207	914	500	0.102	31.053	0.31	895.3984	1547.8724	math:65%	 of  called  as ,  with  to
208	1803	500	0.102	31.155	1.0	981.9785	1933.619	pile:44%	 (
209	1916	494	0.1	31.255	1.0	1107.7904	1980.3848	math:38%	,
210	807	493	0.1	31.356	0.023	1153.4061	2371.6389	web:83%	,  to  the  of  matter  a
211	1277	493	0.1	31.456	0.035	918.8477	1535.826	wiki:55%	 economic  space  agricultural  cultural  academic  political
212	649	492	0.1	31.556	0.208	857.46	1471.9325	math:99%	$$ )$ $ }$ :$ \\$
213	1847	492	0.1	31.656	0.199	755.6064	1338.3036	web:53%	 that  think  if  because  so  However
214	721	490	0.1	31.756	0.234	871.8848	1664.0909	web:36%	 some  many  Some  most Some  several
215	465	488	0.099	31.855	0.263	1070.2266	1648.9497	web:50%	 is  are  be  was  not ’s
216	729	485	0.099	31.954	0.179	876.4214	1391.5116	math:85%	 that  if  where  If Since  because
217	1902	485	0.099	32.052	0.693	746.4741	1412.2921	web:53%	 the  The The
218	1137	484	0.098	32.151	0.216	860.415	1418.2109	code:86%	 ' [' ._  "  {' ('
219	1375	483	0.098	32.249	0.04	893.4604	1530.4286	math:76%	 number  angle  numbers  variable  function  integer
220	167	482	0.098	32.347	0.175	880.3569	1647.1542	code:64%	._ ['  **  '  <  "
221	317	482	0.098	32.445	0.016	878.582	1421.5146	web:38%	 similar  good  faster  safe  simple  same
222	586	482	0.098	32.543	0.026	701.3784	1298.9399	wiki:44%	 used  use  exist  required  proposed  removed
223	965	482	0.098	32.641	0.23	888.9706	1729.7393	web:37%	 that  which  it  It  also  article
224	1026	482	0.098	32.739	0.088	1036.8619	1623.4237	wiki:38%	 social  political  economic  moral  commercial  clinical
225	1775	482	0.098	32.837	0.311	635.434	1332.4463	web:47%	 the  The The the
226	1422	480	0.098	32.935	0.568	914.8457	1559.7383	wiki:33%	 is  are  be  also  being  usually
227	1867	479	0.097	33.032	0.192	852.7271	1712.2067	wiki:36%	 first  one  another  each  per  other
228	1467	477	0.097	33.129	0.048	907.79	1447.1398	wiki:83%	 of ,  the  as ), ius
229	232	476	0.097	33.226	1.0	1122.8535	1924.7733	wiki:77%	 (
230	310	476	0.097	33.323	0.316	954.9141	1545.814	web:40%	 of  from  during  From  under From
231	1593	476	0.097	33.42	0.285	818.564	1439.2235	math:34%	 of  to  with  from  on  using
232	1889	476	0.097	33.517	0.527	808.4258	1630.3885	wiki:31%	 has  have  had  also  having  traditionally
233	1987	476	0.097	33.614	0.022	698.5825	1343.0104	code:70%	 bottom (Base  User Invalid  Sampling ographic
234	1054	474	0.096	33.71	0.037	869.2587	1557.2451	web:66%	 up  us  them  me  made  it
235	147	473	0.096	33.806	0.01	879.2295	1467.202	web:77%	 design  business  vision  usage  violence  learning
236	474	473	0.096	33.902	0.09	937.1592	1865.1177	math:50%	 #  =  ... XXX ?), $
237	423	472	0.096	33.998	0.219	1125.5753	1659.3418	web:55%	 can  to  should  will  I ’t
238	68	471	0.096	34.094	0.03	790.2949	1338.6503	code:73%	 create  up Returns  display  convert  Returns
239	1481	470	0.096	34.19	0.1	878.3066	1290.1271	wiki:66%	 American  World  National  Civil  Democratic  Royal
240	365	469	0.095	34.285	0.331	1121.248	1735.8732	math:73%	.\n\n \n\n .\n \n :\n\n )\n\n
241	904	469	0.095	34.381	0.513	698.1357	1905.7745	wiki:43%	 "  '  “  ("  ‘ –
242	1984	469	0.095	34.476	0.372	786.42	1444.5819	code:97%	 self (self self 2 _item =args
243	902	468	0.095	34.571	0.021	939.3086	1589.041	code:98%	 run  parse  process .parse  delete  call
244	1067	468	0.095	34.666	0.606	919.2188	1584.251	web:44%	 this  that  This This
245	818	467	0.095	34.761	0.832	869.7407	1548.4388	wiki:59%	, ", ), ;
246	881	467	0.095	34.856	0.024	949.2939	1544.1151	web:59%	 design  education  service  planning  business  health
247	1518	466	0.095	34.951	0.089	691.1069	1325.7539	code:91%	 absolute  print _lat  current @login ter
248	291	464	0.094	35.046	0.02	975.1157	1537.0743	math:79%	 mass  domain  value  probability  position  differential
249	431	464	0.094	35.14	0.698	757.9443	1386.6932	math:36%	 the  The The
250	601	464	0.094	35.234	0.31	1051.7443	1807.9044	math:98%	 \\ \\ }\\  $\\ ^\\ {\\
251	1495	464	0.094	35.329	0.214	604.8398	1340.6796	wiki:48%	 of  to  is  with  by  for
252	1840	463	0.094	35.423	0.323	1169.3306	1870.2758	wiki:90%	\n .\n \n\n )\n\n .\n\n )\n
253	804	462	0.094	35.517	0.031	763.8969	1389.5958	wiki:31%	 interested  responsible  resulted  associated  specializing  dealing
254	1602	462	0.094	35.611	0.955	718.1523	1408.5947	web:52%	, ),
255	91	461	0.094	35.705	0.139	936.2461	1663.8397	math:98%	right (x 1 x 3 (z
256	861	461	0.094	35.798	0.034	1260.3892	1948.1304	web:91%	 to  the .  template  of  procedure
257	1824	460	0.094	35.892	0.252	356.2715	756.5898	code:100%	)\n \n ')\n ()\n  []\n ']\n
258	262	459	0.093	35.985	0.356	928.0333	1492.796	web:58%	 you  we  We We  they “We
259	174	458	0.093	36.078	0.237	963.5049	1635.6835	wiki:58%	 his 's  its  His  her ’s
260	506	457	0.093	36.171	0.021	991.2207	1445.3823	code:59%	 database  file  token  csv  object  dir
261	699	455	0.093	36.264	0.219	953.374	1755.3595	pile:94%	 of  with  to  on  from  for
262	199	454	0.092	36.356	0.079	793.5048	1240.1846	code:94%	.get .getLogger txt _argument  open .debug
263	711	453	0.092	36.448	0.562	225.4922	540.8779	code:100%	\n ,\n )\n .,\n
264	1647	453	0.092	36.541	0.851	1053.2891	1613.1173	web:50%	. ? ". ). # !
265	521	452	0.092	36.633	0.052	1290.1871	2195.4492	web:36%	 OR ,  THE  OF  IN CREATE
266	846	452	0.092	36.725	0.123	747.7167	1319.1407	math:95%	0 2 1 X n k
267	108	451	0.092	36.816	0.309	808.7515	1380.7269	math:71%	 of  on  to  about  with  from
268	246	451	0.092	36.908	0.42	897.5342	1719.3589	math:45%	 this  that  This This  That  following
269	1961	451	0.092	37.0	0.827	835.7032	1347.5946	math:75%	 the  The The
270	872	450	0.092	37.091	1.0	922.2939	1617.6476	math:47%	 
271	337	449	0.091	37.183	0.051	865.4536	1494.1694	math:73%	 random  linear  complex posed  finite  partial
272	896	448	0.091	37.274	0.212	935.334	1698.4159	pile:73%	 of  with  on  to  between  from
273	984	448	0.091	37.365	0.081	943.7529	1764.1708	web:36%	 began  before  by  of  started  while
274	1010	448	0.091	37.456	0.122	930.871	1689.0995	math:89%	 x 2 1  y 3  n
275	1128	447	0.091	37.547	0.307	815.372	1375.5322	math:36%	 This  this This  That  that this
276	1663	446	0.091	37.638	0.425	740.1865	1441.4722	math:96%	}{ _{ }_{ ]{ ({ {{
277	893	445	0.091	37.728	0.024	745.4404	1243.6035	web:46%	 year  today  recently  years  life  unknown
278	603	444	0.09	37.818	0.943	963.5927	1698.3873	web:40%	 to to  To
279	169	443	0.09	37.909	0.351	764.6426	1344.999	math:83%	 of  to  from  by  with Calculate
280	359	442	0.09	37.999	0.294	716.3867	1291.6328	web:55%	 the The  The the he
281	870	442	0.09	38.088	0.029	892.0562	1450.2554	math:48%	 use  create  up  implements  include  enter
